"Brand_Name","flavor","CO","nic","tar","size","filter","pack","menthol"
"Slim Price* ","Lt",13,0.7,10,"100","F","HP","no"
"Slim Price* ","FF",18,0.8,13,"100","F","SP","no"
"Slim Price* ","FF",17,0.8,13,"100","F","SP","yes"
"Slim Price* ","Lt",12,0.7,9,"100","F","SP","no"
"Slim Price* ","Lt",12,0.7,10,"100","F","SP","yes"
"Slim Price* ","Ultra",8,0.3,4,"100","F","SP","no"
"Slim Price* ","FF",16,0.8,14,"King","F","SP","no"
"Slim Price* ","FF",17,0.8,14,"King","F","SP","yes"
"Slim Price* ","Lt",13,0.7,10,"King","F","SP","no"
"Slim Price* ","Lt",12,0.6,9,"King","F","SP","yes"
"Slim Price* ","Ultra",6,0.3,4,"King","F","SP","no"
"Slim Price* ","",16,1.1,20,"King","NF","SP","no"
"Smoke One ","",13,0.7,10,"100","F","HP","no"
"Smoke One* ","",8,0.3,4,"100","F","SP","no"
"Smoke One* ","",12,0.7,9,"100","F","SP","no"
"Smoke One* ","",18,0.8,13,"100","F","SP","no"
"Smoke One* ","",12,0.7,10,"100","F","SP","yes"
"Smoke One* ","",17,0.8,13,"100","F","SP","yes"
"Smoke One* ","",16,0.9,15,"King","F","HP","no"
"Smoke One* ","",12,0.6,9,"King","F","HP","no"
"Smoke One* ","",13,0.7,10,"King","F","SP","no"
"Smoke One* ","",6,0.3,4,"King","F","SP","no"
"Smoke One* ","",16,0.8,14,"King","F","SP","no"
"Smoke One* ","",12,0.6,9,"King","F","SP","yes"
"Smoke One* ","",17,0.8,14,"King","F","SP","yes"
"Smoker Friendly* ","FF",18,1.1,16,"100","F","HP","no"
"Smoker Friendly* ","Lt",13,0.7,10,"100","F","HP","no"
"Smoker Friendly* ","",17,0.8,13,"100","F","SP","yes"
"Smoker Friendly* ","FF",18,0.8,13,"100","F","SP","no"
"Smoker Friendly* ","Lt",12,0.7,9,"100","F","SP","no"
"Smoker Friendly* ","Lt",12,0.6,9,"100","F","SP","yes"
"Smoker Friendly* ","Ultra-Lt",6,0.3,4,"100","F","SP","no"
"Smoker Friendly* ","FF",16,0.8,14,"King","F","SP","no"
"Smoker Friendly* ","Lt",13,0.7,10,"King","F","SP","no"
"Smoker Friendly* ","",16,1.1,20,"King","NF","SP","no"
"State* ","FF",15,1.2,14,"100","F","HP","no"
"State* ","",16,1.2,15,"King","F","HP","no"
"State* ","FF",16,1.4,15,"King","F","HP","no"
"State* ","Lt",11,1,11,"King","F","HP","no"
"Sterling ","Slim-Lt",9,0.5,7,"100","F","HP","no"
"Sterling ","Slim-Lt",9,0.5,7,"100","F","HP","yes"
"Sterling ","",17,0.8,13,"100","F","SP","no"
"Sterling ","",18,0.9,14,"100","F","SP","yes"
"Sterling ","Lt",12,0.7,9,"100","F","SP","no"
"Sterling ","Lt",12,0.7,10,"100","F","SP","yes"
"Sterling ","Ultra-Lt",7,0.3,4,"100","F","SP","no"
"Sterling ","Ultra-Lt",8,0.4,4,"100","F","SP","yes"
"Stockton* ","FF",18,0.8,13,"100","F","SP","no"
"Stockton* ","Lt",12,0.7,9,"100","F","SP","no"
"Stockton* ","Lt",12,0.7,10,"100","F","SP","yes"
"Stockton* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Stockton* ","FF",16,0.8,14,"King","F","SP","no"
"Stockton* ","Lt",13,0.7,10,"King","F","SP","no"
"Stockton* ","Lt",12,0.6,9,"King","F","SP","yes"
"Stockton* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Stride* ","FF",18,1.1,14,"King","F","SP","no"
"Summit ","FF",16,0.9,14,"100","F","SP","no"
"Summit ","FF",16,0.9,14,"100","F","SP","yes"
"Summit ","Lt",13,0.7,10,"100","F","SP","no"
"Summit ","Lt",9,0.7,8,"100","F","SP","yes"
"Summit ","Ultra-Lt",6,0.4,4,"100","F","SP","no"
"Summit ","FF",16,0.9,15,"King","F","HP","no"
"Summit ","Lt",11,0.6,9,"King","F","HP","no"
"Summit ","FF",15,0.9,15,"King","F","SP","no"
"Summit ","FF",14,0.9,15,"King","F","SP","yes"
"Summit ","Lt",12,0.7,10,"King","F","SP","no"
"Summit ","Lt",9,0.7,9,"King","F","SP","yes"
"Summit ","Ultra-Lt",7,0.4,5,"King","F","SP","no"
"Summit ","",14,1.3,22,"King","NF","SP","no"
"Sundance* ","FF",18,0.8,13,"100","F","SP","no"
"Sundance* ","FF",17,0.8,13,"100","F","SP","yes"
"Sundance* ","Lt",12,0.7,9,"100","F","SP","no"
"Sundance* ","Lt",12,0.7,10,"100","F","SP","yes"
"Sundance* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Sundance* ","FF",16,0.9,15,"King","F","HP","no"
"Sundance* ","Lt",12,0.6,9,"King","F","HP","no"
"Sundance* ","FF",16,0.8,14,"King","F","SP","no"
"Sundance* ","FF",17,0.8,14,"King","F","SP","yes"
"Sundance* ","Lt",13,0.7,10,"King","F","SP","no"
"Sundance* ","Lt",12,0.6,9,"King","F","SP","yes"
"Sundance* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Sundance* ","",16,1.1,20,"King","NF","SP","no"
"Tall ","FF",18,1.5,19,"120","F","SP","no"
"Tall ","FF",16,1.4,17,"120","F","SP","yes"
"Tareyton ","FF",15,1.1,15,"100","F","SP","no"
"Tareyton ","LtLong",8,0.7,8,"100","F","SP","no"
"Tareyton ","FF",14,1,15,"King","F","SP","no"
"Tareyton ","Lt",7,0.6,7,"King","F","SP","no"
"Tempo* ","FF",18,0.8,13,"100","F","SP","no"
"Tempo* ","FF",17,0.8,13,"100","F","SP","yes"
"Tempo* ","Lt",12,0.7,9,"100","F","SP","no"
"Tempo* ","Lt",12,0.7,10,"100","F","SP","yes"
"Tempo* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Tempo* ","FF",16,0.8,14,"King","F","SP","no"
"Tempo* ","FF",17,0.8,14,"King","F","SP","yes"
"Tempo* ","Lt",13,0.7,10,"King","F","SP","no"
"Tempo* ","Lt",12,0.6,9,"King","F","SP","yes"
"Tempo* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Tempo* ","",16,1.1,20,"King","NF","SP","no"
"Tri-Brand* ","FF",18,0.8,13,"100","F","SP","no"
"Tri-Brand* ","Lt",12,0.7,9,"100","F","SP","no"
"Tri-Brand* ","Lt",12,0.7,10,"100","F","SP","yes"
"Tri-Brand* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Tri-Brand* ","Lt",12,0.6,9,"King","F","HP","no"
"Tri-Brand* ","FF",16,0.8,14,"King","F","SP","no"
"Tri-Brand* ","Lt",13,0.7,10,"King","F","SP","no"
"Tri-Brand* ","Lt",12,0.6,9,"King","F","SP","yes"
"Tri-Brand* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Tri-Brand* ","",16,1.1,20,"King","NF","SP","no"
"Triumph ","",5,0.4,4,"King","F","SP","no"
"Triumph ","",4,0.4,4,"King","F","SP","yes"
"True ","",7,0.6,7,"100","F","HP","no"
"True ","",7,0.6,6,"100","F","SP","no"
"True ","",7,0.6,6,"100","F","SP","yes"
"True ","",4,0.4,4,"King","F","HP","no"
"True ","",5,0.4,4,"King","F","SP","no"
"True ","",5,0.4,4,"King","F","SP","yes"
"Value & Quality* ","FF",18,0.8,13,"100","F","SP","no"
"Value & Quality* ","FF",17,0.8,13,"100","F","SP","yes"
"Value & Quality* ","Lt",12,0.7,9,"100","F","SP","no"
"Value & Quality* ","Lt",12,0.7,10,"100","F","SP","yes"
"Value & Quality* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Value & Quality* ","FF",16,0.8,14,"King","F","SP","no"
"Value & Quality* ","FF",17,0.8,14,"King","F","SP","yes"
"Value & Quality* ","Lt",13,0.7,10,"King","F","SP","no"
"Value & Quality* ","Lt",12,0.6,9,"King","F","SP","yes"
"Value & Quality* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Value & Quality* ","",16,1.1,20,"King","NF","SP","no"
"Value Pride* ","FF",18,0.8,13,"100","F","SP","no"
"Value Pride* ","FF",17,0.8,13,"100","F","SP","yes"
"Value Pride* ","Lt",12,0.7,9,"100","F","SP","no"
"Value Pride* ","Lt",12,0.7,10,"100","F","SP","yes"
"Value Pride* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Value Pride* ","FF",16,0.9,15,"King","F","HP","no"
"Value Pride* ","Lt",12,0.6,9,"King","F","HP","no"
"Value Pride* ","FF",16,0.8,14,"King","F","SP","no"
"Value Pride* ","FF",17,0.8,14,"King","F","SP","yes"
"Value Pride* ","Lt",13,0.7,10,"King","F","SP","no"
"Value Pride* ","Lt",12,0.6,9,"King","F","SP","yes"
"Value Pride* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Value Pride* ","",16,1.1,20,"King","NF","SP","no"
"Value Sense* ","FF",18,0.8,13,"100","F","SP","no"
"Value Sense* ","FF",17,0.8,13,"100","F","SP","yes"
"Value Sense* ","Lt",12,0.7,9,"100","F","SP","no"
"Value Sense* ","Lt",12,0.7,10,"100","F","SP","yes"
"Value Sense* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Value Sense* ","FF",16,0.8,14,"King","F","SP","no"
"Value Sense* ","FF",17,0.8,14,"King","F","SP","yes"
"Value Sense* ","Lt",13,0.7,10,"King","F","SP","no"
"Value Sense* ","Lt",12,0.6,9,"King","F","SP","yes"
"Value Sense* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Value Sense* ","",16,1.1,20,"King","NF","SP","no"
"Value Time* ","FF",18,0.8,13,"100","F","SP","no"
"Value Time* ","FF",17,0.8,13,"100","F","SP","yes"
"Value Time* ","Lt",12,0.7,9,"100","F","SP","no"
"Value Time* ","Lt",12,0.7,10,"100","F","SP","yes"
"Value Time* ","Ultra",8,0.3,4,"100","F","SP","no"
"Value Time* ","FF",16,0.8,14,"King","F","SP","no"
"Value Time* ","FF",17,0.8,14,"King","F","SP","yes"
"Value Time* ","Lt",13,0.7,10,"King","F","SP","no"
"Value Time* ","Lt",12,0.6,9,"King","F","SP","yes"
"Value Time* ","Ultra",6,0.3,4,"King","F","SP","no"
"Value Time* ","",16,1.1,20,"King","NF","SP","no"
"Vantage ","Ultra-Lt",7,0.5,5,"100","F","HP","no"
"Vantage ","",8,0.7,8,"100","F","SP","no"
"Vantage ","",9,0.7,8,"100","F","SP","yes"
"Vantage ","Ultra-Lt",7,0.4,4,"100","F","SP","no"
"Vantage ","Ultra-Lt",8,0.5,5,"King","F","HP","no"
"Vantage ","",9,0.8,9,"King","F","SP","no"
"Vantage ","",10,0.7,9,"King","F","SP","yes"
"Vantage ","Ultra-Lt",6,0.4,4,"King","F","SP","no"
"Viceroy ","",16,1.3,17,"100","F","SP","no"
"Viceroy ","",16,1.3,17,"100","F","SP","no"
"Viceroy ","Lt",12,0.9,11,"100","F","SP","no"
"Viceroy ","Ultra",5,0.5,5,"100","F","SP","no"
"Viceroy ","",14,1.1,15,"King","F","HP","no"
"Viceroy ","",14,1.1,15,"King","F","HP","no"
"Viceroy ","Lt",11,0.8,10,"King","F","HP","no"
"Viceroy ","Lt",11,0.8,10,"King","F","HP","no"
"Viceroy ","",13,1.1,15,"King","F","SP","no"
"Viceroy ","",13,1.1,15,"King","F","SP","no"
"Viceroy ","Lt",11,0.8,10,"King","F","SP","no"
"Virginia Slims ","Sup-Slim",6,0.6,6,"100","F","HP","no"
"Virginia Slims ","Sup-Slim",6,0.5,6,"100","F","HP","yes"
"Virginia Slims ","Sup-Slim",6,0.5,6,"100","F","HP","yes"
"Virginia Slims ","LtSlim",10,0.7,9,"100","F","HP","no"
"Virginia Slims ","LtSlim",10,0.7,9,"100","F","HP","no"
"Virginia Slims ","LtSlim",10,0.7,9,"100","F","HP","yes"
"Virginia Slims ","LtSlim",10,0.7,9,"100","F","HP","yes"
"Virginia Slims ","Ultra-LtSlim",6,0.5,6,"100","F","HP","no"
"Virginia Slims ","Ultra-LtSlim",6,0.5,6,"100","F","HP","no"
"Virginia Slims ","Ultra-LtSlim",7,0.5,6,"100","F","HP","yes"
"Virginia Slims ","Ultra-LtSlim",7,0.5,6,"100","F","HP","yes"
"Virginia Slims ","Slim",14,1.1,15,"100","F","SP","no"
"Virginia Slims ","Slim",14,1.1,15,"100","F","SP","no"
"Virginia Slims ","Slim",14,1.1,15,"100","F","SP","yes"
"Virginia Slims ","Slim",14,1.1,15,"100","F","SP","yes"
"Virginia Slims ","LtSlim",15,1.1,15,"120","F","HP","no"
"Virginia Slims ","LtSlim",15,1.1,14,"120","F","HP","yes"
"Winston* ","Select",14,1.2,15,"100","F","HP","no"
"Winston ","Lt",11,0.8,9,"100","F","HP","no"
"Winston ","Slim-LtSelect",9,0.8,9,"100","F","HP","no"
"Winston ","Ultra-Lt",8,0.5,6,"100","F","HP","no"
"Winston ","",14,1.1,15,"100","F","SP","no"
"Winston* ","Select",14,1.2,15,"100","F","SP","no"
"Winston ","Lt",12,0.8,10,"100","F","SP","no"
"Winston ","LtSelect",13,0.9,10,"100","F","SP","no"
"Winston ","Ultra-Lt",6,0.4,4,"100","F","SP","no"
"Winston ","",14,1,14,"King","F","HP","no"
"Winston ","Select",15,1.1,14,"King","F","HP","no"
"Winston ","Lt",10,0.7,9,"King","F","HP","no"
"Winston ","LtSelect",10,0.7,9,"King","F","HP","no"
"Winston ","Ultra-Lt",7,0.5,5,"King","F","HP","no"
"Winston ","",13,1,14,"King","F","SP","no"
"Winston ","Select",13,1.1,14,"King","F","SP","no"
"Winston ","Lt",11,0.7,9,"King","F","SP","no"
"Winston ","LtSelect",12,0.8,10,"King","F","SP","no"
"Winston ","Ultra-Lt",8,0.5,5,"King","F","SP","no"
"Worth* ","FF",18,0.8,13,"100","F","SP","no"
"Worth* ","FF",17,0.8,13,"100","F","SP","yes"
"Worth* ","Lt",12,0.7,9,"100","F","SP","no"
"Worth* ","Lt",12,0.7,10,"100","F","SP","yes"
"Worth* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Worth* ","FF",16,0.9,15,"King","F","HP","no"
"Worth* ","Lt",12,0.6,9,"King","F","HP","no"
"Worth* ","FF",16,0.8,14,"King","F","SP","no"
"Worth* ","FF",17,0.8,14,"King","F","SP","yes"
"Worth* ","Lt",13,0.7,10,"King","F","SP","no"
"Worth* ","Lt",12,0.6,9,"King","F","SP","yes"
"Worth* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Worth* ","",16,1.1,20,"King","NF","SP","no"
